artist,bio,THE MANIFREDS,"Legendary British Invasion band known for their dynamic R&B and blues-rock sound, reformed from the original Manfred Mann lineup in 1991.",Spotify
SHANTI CELESTE,"Shanti Celeste is a DJ, producer, and label co-founder known for her work in the house and techno sub-genres. Her sound often features elements of Chicago house, deep house, and techno, combined with a unique, uplifting vibe.",,,Y
SEAN MCCABE,"Sean McCabe is a British DJ and producer known for his work in soulful house music. His style incorporates rich vocals, deep grooves, and influences from disco and jazz, creating emotionally resonant tracks that are popular in the global house music scene.",,,Y
JOE GODDARD,"Joe Goddard is an English musician, DJ, and producer who is a member of the band Hot Chip and one-half of the duo 2 Bears. His solo work spans multiple genres, including house, electro, and pop, characterized by a blend of rich production techniques and catchy melodies.",,,Y
BASKERY,"Baskery is a Swedish band known for their unique blend of Americana, folk, and rock. The trio of sisters create a compelling sound that mixes raw, punk energy with traditional acoustic elements, often featuring banjos and double bass.",,,Y
TARA LILY,"Tara Lily is a breakthrough artist in the jazz and R&B scenes. Hailing from London, her music seamlessly blends contemporary jazz with soulful melodies, infused with hints of her Bangladeshi heritage and modern production techniques.",,,Y
LIZ LAWRENCE,"Liz Lawrence is an independent singer-songwriter who merges indie rock and pop with an introspective lyrical style. Her sound is characterized by its catchy melodies, honest storytelling, and a blend of acoustic and electronic elements.",,,Y
GORGON SOUND,"Gorgon Sound is a prominent duo in the UK dub and roots scene. Known for their bass-heavy productions, they draw influence from traditional reggae and sound system culture. Their music often features deep, meditative rhythms paired with intricate dub effects.",,,Y
FRANÃOIS K,"FranÃ§ois K is a legendary figure in the electronic and dance music scenes. He is one of the pioneers of the New York City dance music scene and is known for his influential work in house, techno, and electronic music. FranÃ§ois K's DJ sets and productions are often characterized by deep, soulful vibes and innovative mixing techniques.",,,Y
WILLIE J HEALEY,"Willie J Healey is a British singer-songwriter known for his eclectic blend of indie rock and alternative sounds. His music often features catchy melodies, introspective lyrics, and a laid-back, yet energetic vibe.",,,Y
GARRETT DAVID,"Garrett David is a Chicago-based DJ and producer specializing in house music. He is known for his deep, soulful grooves and contributions to the city's vibrant underground dance music scene.",,,Y
THE MANFREDS,"The Manfreds are a British R&B band, known for their association with the 1960s pop scene. Their music often features a blend of blues, jazz, and pop influences, with catchy melodies and soulful sounds that have stood the test of time.",,,Y
PAUL JONES,"Paul Jones is a British singer, actor, harmonica player, and radio personality. Best known as the lead singer and harmonica player for the band Manfred Mann during the 1960s, Jones has also had a successful solo career in blues and pop music.",,,Y
MIKE DâABO,"Mike D'Abo is best known as the former lead singer of the 1960s rock band Manfred Mann. He is recognized for his contributions to the pop and rock genres, contributing to some of the band's biggest hits and later pursuing a solo career.",,,Y
MANASSEH,"Manasseh is known for his contributions to the reggae and dub genres. He is a prominent figure in the UK reggae scene and has been influential in producing, remixing, and creating music that stays true to the roots of reggae while incorporating modern elements.",,,Y
MARTIN FUREY,Martin Furey is a notable figure in the Irish folk music scene. He is recognized for his mastery of traditional Irish instruments and his contribution to preserving and modernizing Irish folk music.,,,Y
DUNGEON MEAT,"Dungeon Meat is an electronic music duo known for their deep house and techno productions. Their music often features dark, organic sounds and a focus on raw, driving beats.",,,Y
MATT OWENS,Matt Owens is a singer-songwriter and musician known for his work in the folk and Americana genres. His music often combines heartfelt lyrics with traditional and contemporary folk sounds.,,,Y
ALEXANDER NUT,"Alexander Nut is a renowned DJ and producer known for his eclectic style, blending elements of funk, soul, hip-hop, and electronic music. He is also the co-founder of Eglo Records, a label that has released music by artists such as Floating Points and Fatima.",,,Y
DJ DIE,"DJ Die is a pivotal figure in the drum and bass scene, particularly known for his contributions to the 'Bristol sound.' He was a member of the groundbreaking collective Reprazent alongside Roni Size and has released numerous influential tracks and remixes.",,,Y
RANDALL,"Randall is a veteran DJ in the drum and bass scene, noted for his seamless mixing and deep selection, often touching on jungle and breakbeat sounds.",,,Y
DISMANTLE,"Dismantle is a producer known for his contributions to the UK bass music scene, particularly within the genres of dubstep and drum and bass.",,,Y
ADDISON GROOVE,"Addison Groove is the alias of Tony Williams, an electronic music producer known for his influential contributions to the footwork and juke scenes. He blends these styles with elements of dubstep and techno, creating a unique and danceable sound.",,,Y
INJA,"Inja is a versatile MC and rapper known for his dynamic performances in the drum and bass scene. He collaborates with various producers and DJs, bringing high-energy lyrics and an engaging stage presence to the genre.",,,Y
ARCHIE HAMILTON,"Archie Hamilton is a prominent DJ and producer in the minimal house and techno scenes. He is known for his intricate production style, balancing deep, rolling basslines with crisp percussion and subtle melodies. Hamilton is also the founder of the Moscow Records label.",,,Y
GRANT SHOWBIZ,"Grant Showbiz is a renowned British record producer and live sound engineer, recognized for his influential work in the post-punk and alternative rock genres. He has collaborated with iconic bands such as The Fall and The Smiths.",,,Y
USHTI BABA,Ushti Baba is a folk fusion band known for their energetic performances that combine traditional folk instrumentation with contemporary rhythms and melodies. They are celebrated for their eclectic sound and dynamic live shows.,,,Y
KATHRYN ROBERTS,"Kathryn Roberts is a prominent figure in the British folk music scene. She is celebrated for her rich vocals and compelling storytelling, often performing alongside her husband, Sean Lakeman.",,,Y
SEAN LAKEMAN,"Sean Lakeman is an acclaimed British folk musician and producer, often performing with his wife, Kathryn Roberts. He is known for his masterful guitar work and production that stays true to the roots of traditional folk music.",,,Y
RALPH MCTELL,"Ralph McTell is a veteran British singer-songwriter, known for his work in the folk and folk-rock genres. He gained widespread recognition with his classic hit 'Streets of London.'",,,Y
MONRROE,"Monrroe is a well-regarded name in the liquid drum and bass subgenre. His productions are known for their smooth, melodic lines and emotive depth, often blending subtle vocal samples with atmospheric soundscapes.",,,Y
DUSKEE,"Duskee is an emerging artist in the drum and bass scene, known for his engaging vocal contributions and collaborations with various producers. His style often incorporates both lyrical depth and rhythmic precision.",,,Y
STEVE KNIGHTLEY,"Steve Knightley is best known as a folk music artist. He is a prolific singer-songwriter and a key member of the folk duo Show of Hands, known for their powerful, resonant, and socially conscious music.",,,Y
LTJ BUKEM,"LTJ Bukem is a pioneering figure in the drum and bass genre. Known for his atmospheric and jazz-influenced tracks, he has been a significant force in shaping the intelligent drum and bass scene.",,,Y
MC LOWQUI,"MC LowQui is a renowned drum and bass MC. He has collaborated with numerous prominent DJs and is known for his versatile, energetic, and crowd-pleasing performances.",,,Y
BAKEY,"Bakey is a producer in the UK garage and bass music scene, known for his energetic beats and distinctive sound that draws from 2-step and grime influences.",,,Y
EROL ALKAN,"Erol Alkan is a renowned DJ and producer known for his eclectic style which blends elements of alternative dance, electro, and house music. He is also the founder of the Phantasy Sound label.",,,Y
OPTIMO (ESPACIO),"Optimo (Espacio) is a DJ duo from Glasgow, Scotland, renowned for their genre-defying sets that incorporate everything from post-punk to techno. They also run their own label, Optimo Music.",,,Y
UNGLUED,"Unglued is an artist in the drum and bass sub-genre. Known for high energy tracks and intricate breakbeats, Unglued has made a significant impact on the DnB scene.",,,Y
THE BOOKSHOP BAND,"The Bookshop Band creates folk-inspired music, often drawing on literature and storytelling in their lyrics. They are known for performing in bookstores and literary festivals.",,,Y
BARRY CANT SWIM,"Barry Cant Swim is an electronic music producer, blending elements of house, jazz, and experimental sounds to create immersive, danceable tracks.",,,Y
FREETOWN COLLECTIVE,"Freetown Collective is a music group from Trinidad and Tobago that blends a variety of genres including reggae, hip-hop, and soca, creating a distinct sound that speaks to both local and global audiences.",,,Y
BAREFOOT BANDIT,"Barefoot Bandit is a British band that fuses reggae, rock, and dub to create a high-energy, feel-good sound. They are known for their engaging live performances and catchy, rhythm-driven music.",,,Y
ANISH KUMAR,"Anish Kumar is an artist in the electronic and house music scene. His music often features vibrant beats and infectious grooves, making him a rising star in the dance music community.",,,Y
ZED BIAS,"Zed Bias is a pioneering figure in the UK Garage and 2-step garage scenes. Known for his innovative productions, he played a crucial role in shaping the sound of early 2000s UK dance music.",,,Y
TAMA SUMO,"Tama Sumo is a respected DJ and producer within the house and techno genres. Associated with Berlin's legendary Berghain & Panorama Bar, she is known for her eclectic and deep musical selections.",,,Y
LAKUTI,"Lakuti is a prominent DJ and music promoter known for her contributions to the house music scene. Co-founder of the Sud Electronic label, she is a fixture in Berlin's club scene and renowned for her deep and soulful sets.",,,Y
A.G.,"A.G. is known for his contributions to the hip-hop genre, particularly within the sub-genre of D.I.T.C. (Diggin' in the Crates Crew) which is a collective known for its influence on the underground hip-hop scene.",,,Y
RODNEY BRANIGAN,"Rodney Branigan is a multi-instrumentalist known for his unique blend of folk, rock, and acoustic music. His sub-genre can be classified under contemporary folk, where he incorporates intricate guitar techniques and heartfelt songwriting.",,,Y
HEDEX,"Hedex is a prominent name in the drum and bass sub-genre, specifically known for his high-energy jump-up tracks that are popular in the rave and festival scenes.",,,Y
BOU,"Bou is a well-known producer in the drum and bass scene, particularly in the jump-up and roller sub-genres. His tracks are celebrated for their dynamic basslines and infectious rhythms.",,,Y
EKSMAN,"Eksman is a renowned MC in the drum and bass genre, specifically known for his fast-paced and engaging live performances within the jump-up and jungle sub-genres.",,,Y
TRAUMER,"Traumer is a French DJ and producer recognized for his contributions to the techno and house music scenes. His sub-genre often leans towards deep tech and minimal house, characterized by hypnotic rhythms and meticulous production.",,,Y
DJ TENNIS,"DJ Tennis is a key figure in the indie dance and electronic music scenes, known for his eclectic sets that combine house, techno, and indie influences.",,,Y
DEMI RIQUÃSIMO,"Demi RiquÃ­simo is known for his contributions to the nu-disco and house music scenes. His tracks often feature a blend of groovy basslines, funky rhythms, and nostalgic vibes that have made him a rising star in the dance music community.",,,Y
CONDUCTA,"Conducta is a DJ and producer from the UK who is a leading figure in the UK garage revival movement. He is known for his smooth, melodic tracks that bring a modern twist to the classic garage sound.",,,Y
NEFFA T,"Neffa T is a UK-based DJ and producer specializing in the jungle and drum & bass genres. His music is known for its high energy and intricate breakbeat patterns, making him a favorite in the underground scene.",,,Y
OBLIG,"Oblig is a DJ known for his work in grime and UK drill. He often blends these genres with elements of UK garage and bassline, creating dynamic and high-energy sets that resonate with fans of the underground British music scene.",,,Y
THE JUNGLE DRUMMER,"The Jungle Drummer, known for his dynamic live performances, is a virtuoso drummer who merges live drumming with jungle and drum & bass music. His energetic and precise drumming style has earned him a unique place in the electronic music world.",,,Y
SKITZ,"DJ Skitz is a key figure in the UK hip-hop scene, known for his production work and DJing. His music often features socially conscious lyrics and a blend of hip-hop beats with elements of reggae and funk.",,,Y
ANDY C,"Andy C is a legendary figure in the drum & bass genre, co-founder of the renowned Ram Records. Known for his rapid mixing skills and high-energy DJ sets, he has been an essential force in bringing drum & bass to a global audience.",,,Y
KINK,"KiNK, born Strahil Velchev, is a Bulgarian DJ and producer known for his live performances and innovative approach to house and techno music. He often incorporates hardware and live elements into his sets, making each performance unique.",,,Y
JAMIE RODIGAN,"Jamie Rodigan is known for his contributions to the reggae and dancehall genres. Growing up with a strong influence from his legendary DJ father, David Rodigan, Jamie has carved out his own niche, blending contemporary sounds with traditional reggae vibes.",,,Y
PROSUMER,Prosumer is an influential DJ and producer within the house music community. His deep understanding of the genre and exceptional skill in selecting and mixing tracks have earned him a dedicated following among house music enthusiasts.,,,Y
KETTAMA,"Kettama is an emerging talent in the house and techno scenes, known for his energetic and bass-heavy productions that have garnered widespread attention across the electronic music community.",,,Y
LUKE HOWARD,"Luke Howard is a renowned Australian composer and pianist known for his contemporary classical and ambient music. His works often blend lush orchestral arrangements with minimalist piano melodies, creating an emotional and immersive listening experience.",,,Y
ANNA WALL,"Anna Wall is a house and techno DJ, known for her deep and groovy sets and her contributions to the underground electronic music scene in the UK.",,,Y
RAW SILK,"Raw Silk is an influential dance music duo, well-known for their work in the post-disco genre, especially the hit single ""Do It to the Music.""",,,Y
JOHN E VISTIC,"John E Vistic is a rock artist whose music is characterized by a blend of Americana, blues, and punk, often delivering high-energy performances.",,,Y
SOPHIE ELLIS BEXTOR,"Sophie Ellis Bextor is a British singer-songwriter known for her work in the pop and disco genres, gaining fame with hits like 'Murder on the Dancefloor' and 'Groovejet (If This Ain't Love)'.",,,Y
TOYAH,"Toyah Willcox is a British musician known for her work in the new wave and punk rock genres. Active since the late 1970s, she has been a dynamic performer and has also ventured into acting.",,,Y
RAINBOW GIRLS,"Rainbow Girls are an American folk and Americana group known for their harmonious vocals, engaging lyrics, and multi-instrumental talents. They blend elements of folk, rock, and Americana, creating a vibrant and eclectic sound.",,,Y
HAGOP TCHAPARIAN,"Hagop Tchaparian is known for his experimental electronic music. He weaves diverse influences into his soundscapes, drawing from his Armenian heritage and mixing it with contemporary digital techniques.",,,Y
EVA LAZARUS,"Eva Lazarus is known for her versatility in multiple genres including reggae, drum and bass, and hip-hop. Her powerful voice and dynamic performances have garnered her a dedicated following.",,,Y
KIM ANN FOXMAN,"Kim Ann Foxman is a prominent figure in the electronic music scene, known for her contributions to house and techno. A DJ and music producer, she blends deep, driving beats with a melodic touch, often creating a captivating and danceable atmosphere.",,,Y
CHRIS DIFFORD,"Chris Difford is known for being a member of the British rock band Squeeze. His primary sub-genre is new wave, a style that emerged in the late 1970s and incorporates elements of pop, punk, and electronic music.",,,Y
BETH NIELSEN CHAPMAN,"Beth Nielsen Chapman is a singer-songwriter whose work spans the genres of adult contemporary, pop, and country. Her music is often characterized by its heartfelt lyrics and emotive melodies.",,,Y
GUY CHAMBERS,"Guy Chambers is best known for his work as a songwriter and producer, particularly in the pop and rock genres. He has collaborated extensively with Robbie Williams, contributing to some of his biggest hits.",,,Y
SID GRIFFIN,"Sid Griffin is an American musician best known for his work with the Long Ryders, a band associated with the cowpunk and Americana sub-genres. His music blends elements of punk rock, country, and folk.",,,Y
FUNKE AND THE TWO TONE BABY,"Funke And The Two Tone Baby is the musical project of Dan Turnbull, known for blending blues, indie, and electronic music. His performances often feature live looping and a high-energy delivery.",,,Y
CASEY SPILLMAN,"Casey Spillman is a rising artist in the UK house and techno scene. His music often features deep, rolling basslines and intricate rhythms, catering to both underground clubs and larger electronic music festivals.",,,Y
JULIAN ANTHONY,"Julian Anthony is known for his contributions to the house and tech-house genres. His tracks often incorporate groovy basslines and crisp percussion, making them staples in dance music sets.",,,Y
FRANCESCO DEL GARDA,"Francesco Del Garda is a respected name in the minimal and house music communities. His sets are characterized by intricate soundscapes, deep grooves, and a careful selection of rare vinyl records.",,,Y
BATU,"Batu is a prominent figure in the contemporary UK bass and techno scenes. His work is known for its innovative rhythms and textures, and he is also the founder of the Timedance label.",,,Y
PHIL HARTNOLL,Phil Hartnoll is best known as one half of the pioneering electronic music duo Orbital. Orbital is credited with helping to shape the sound of early 90s rave and techno music with their iconic tracks and live performances.,,,Y
DOLLY MAVIES,"Dolly Mavies is an emerging artist known for her unique blend of indie folk and pop, characterized by heartfelt lyrics, soulful vocals, and melodic instrumentation.",,,Y
FACTA,"Facta is a UK-based producer and DJ, recognized for his contributions to the underground electronic music scene, particularly in the realms of dubstep and techno.",,,Y
K LONE,"K Lone is known for producing electronic music that spans several genres, including house, techno, and ambient. His sound is characterized by rich textures and innovative rhythms.",,,Y
JOSH PARKINSON,"Josh Parkinson is a DJ and producer known for his work in the house and electronic music scenes. His tracks often feature infectious beats, deep basslines, and dynamic drops.",,,Y
GOTSOME,"Gotsome is a house and bass music duo from the UK, known for their energetic tracks that blend elements of house, bassline, and tech house.",,,Y
EFFY,"Effy is a rising artist known for her dark and atmospheric take on techno and house music, often blending elements of industrial and acid sounds.",,,Y
MATT JAM LAMONT,"Matt Jam Lamont is a DJ and producer who is a seminal figure in the UK garage scene. With over two decades in the industry, he has significantly influenced the evolution of garage music through his innovative productions and DJ sets.",,,Y
DOC SCOTT,"Doc Scott is a renowned drum and bass DJ and producer from the UK, considered one of the pioneers of the genre, with a career spanning jungle, drum and bass, and breakbeat.",,,Y
LIL SILVA,"Lil Silva is a British music producer and artist known for his work in the UK bass scene, blending elements of funky house, grime, and R&B.",,,Y
EAST END DUBS,"East End Dubs is a prominent figure in the underground house and minimal techno scenes, known for his deep grooves and stripped-back productions.",,,Y
TONINO BALIARDO,"Tonino Baliardo is a founding member and lead guitarist of the Gipsy Kings, instrumental in defining their distinctive sound that mixes traditional flamenco with contemporary influences.",,,Y
PANGAEA,"Pangaea is a pioneering artist in the UK bass and techno scenes, co-founder of the influential Hessle Audio label, known for his innovative and boundary-pushing productions.",,,Y
PETE CANNON,"Pete Cannon is a versatile producer and DJ, known for his work in the UK hip-hop and drum & bass scenes, often blending old-school breakbeats with modern production techniques.",,,Y
TOMMY HOLOHAN,"Tommy Holohan is an Irish DJ and producer known for his high-octane techno tracks, blending industrial and rave elements to create a hard-hitting sonic experience.",,,Y
MEG WARD,Meg Ward is a DJ and producer known for her work in the house and techno genres. Her energetic sets feature a blend of groovy basslines and rhythmic beats that have made her a rising star in the electronic music scene.,,,Y
SCOTT DIAZ,"Scott Diaz is a DJ and producer known for his contributions to the house music scene. His work often features soulful, deep, and jazzy elements, making him a respected figure in both underground and mainstream house circles.",,,Y
CAM COLE,"Cam Cole is a musical artist known for his gritty, raw sound that blends rock, blues, and folk influences. His one-man-band performances showcase his talents on guitar, drums, and vocals, creating a unique and powerful live experience.",,,Y
MANNI DEE,"Manni Dee is a producer and DJ in the techno genre, known for his hard-hitting, industrial-influenced sound. His tracks often explore the darker, more intense side of techno, earning him a reputation within the underground electronic music community.",,,Y
DIY,"DIY is a legendary collective within the underground house music scene, particularly known for their contribution to the early UK free party movement. They are celebrated for their deep house tracks and organizing free parties and events since the 1990s.",,,Y
AXEL BOMAN,"Axel Boman is a Swedish DJ and producer known for his work in the house music genre. His music often incorporates deep, melodic house elements and has a distinctively quirky and playful edge.",,,Y
JESSICA WILDE,"Jessica Wilde is a singer-songwriter who blends elements of soul, pop, and hip-hop in her music. Her work is known for its confessional lyrics and versatile vocal style.",,,Y
KAPTAIN,"Kaptain is a producer known for his work in the electronic music scene, specifically within the sub-genre of electro-funk. His music often features groovy basslines and nostalgic, synth-driven melodies.",,,Y
PROSPA,"Prospa is an electronic music duo known for their high-energy productions within the house and rave revival genres. Their tracks often feature big drops, catchy hooks, and a distinctly 90s influence.",,,Y
,,PAUL JONES,"Charismatic lead singer and harmonica player for The Manfreds, blending classic R&B with blues influences.",Y
